# satellite: 57119 STARLINK-6150 / US
# catalogue: 1 NORAD
# track: 27753659
# variability: 0 Not variable
# variability_period: 0.0
# npoints: 611
#
# Date Time StdMag Mag Filter Penumbra Distance Phase Channel
2024-01-31 03:28:04.996000 6.079 5.16768 Clear 0 599.078 99.642 6
2024-01-31 03:28:05.096000 6.114 5.20449 Clear 0 599.311 99.706 6
2024-01-31 03:28:05.196000 6.086 5.1799 Clear 0 599.545 99.77 6
2024-01-31 03:28:05.296000 6.138 5.23359 Clear 0 599.779 99.834 6
2024-01-31 03:28:05.396000 6.045 5.14306 Clear 0 600.014 99.898 6
2024-01-31 03:28:05.496000 6.049 5.14865 Clear 0 600.25 99.962 6
2024-01-31 03:28:05.596000 6.067 5.16991 Clear 0 600.487 100.026 6
2024-01-31 03:28:05.696000 6.113 5.21767 Clear 0 600.724 100.09 6
2024-01-31 03:28:05.796000 6.103 5.20959 Clear 0 600.962 100.154 6
2024-01-31 03:28:05.896000 6.111 5.22134 Clear 0 601.201 100.217 6
2024-01-31 03:28:05.996000 6.094 5.20587 Clear 0 601.44 100.281 6
2024-01-31 03:28:06.096000 6.063 5.17693 Clear 0 601.68 100.345 6
2024-01-31 03:28:06.196000 6.068 5.18454 Clear 0 601.921 100.408 6
2024-01-31 03:28:06.296000 6.105 5.22403 Clear 0 602.163 100.472 6
2024-01-31 03:28:06.396000 6.038 5.15911 Clear 0 602.405 100.535 6
2024-01-31 03:28:06.496000 6.055 5.17876 Clear 0 602.648 100.599 6
2024-01-31 03:28:06.596000 6.053 5.17907 Clear 0 602.891 100.662 6
2024-01-31 03:28:06.696000 6.092 5.22033 Clear 0 603.135 100.726 6
2024-01-31 03:28:06.796000 6.038 5.16861 Clear 0 603.38 100.789 6
2024-01-31 03:28:06.896000 6.026 5.15915 Clear 0 603.626 100.852 6
2024-01-31 03:28:06.996000 6.067 5.20163 Clear 0 603.872 100.915 6
2024-01-31 03:28:07.096000 6.035 5.17334 Clear 0 604.119 100.978 6
2024-01-31 03:28:07.196000 6.082 5.22214 Clear 0 604.367 101.042 6
2024-01-31 03:28:07.296000 6.073 5.21518 Clear 0 604.616 101.105 6
2024-01-31 03:28:07.396000 6.082 5.22704 Clear 0 604.865 101.168 6
2024-01-31 03:28:07.496000 6.142 5.28848 Clear 0 605.115 101.231 6
2024-01-31 03:28:07.596000 6.061 5.21019 Clear 0 605.365 101.293 6
2024-01-31 03:28:07.696000 6.112 5.264 Clear 0 605.616 101.356 6
2024-01-31 03:28:07.796000 6.138 5.29179 Clear 0 605.868 101.419 6
2024-01-31 03:28:07.896000 6.076 5.23193 Clear 0 606.121 101.482 6
2024-01-31 03:28:07.996000 6.1 5.25861 Clear 0 606.374 101.545 6
2024-01-31 03:28:08.096000 6.031 5.19189 Clear 0 606.628 101.607 6
2024-01-31 03:28:08.196000 6.053 5.21626 Clear 0 606.882 101.67 6
2024-01-31 03:28:08.296000 6.062 5.22783 Clear 0 607.138 101.732 6
2024-01-31 03:28:08.396000 6.043 5.21086 Clear 0 607.394 101.795 6
2024-01-31 03:28:08.496000 6.059 5.22947 Clear 0 607.65 101.857 6
2024-01-31 03:28:08.596000 6.054 5.22652 Clear 0 607.908 101.92 6
2024-01-31 03:28:08.696000 6.022 5.19713 Clear 0 608.166 101.982 6
2024-01-31 03:28:08.796000 6.046 5.22366 Clear 0 608.424 102.044 6
2024-01-31 03:28:08.896000 6.083 5.26323 Clear 0 608.684 102.107 6
2024-01-31 03:28:08.996000 6.062 5.24374 Clear 0 608.944 102.169 6
2024-01-31 03:28:09.096000 6.078 5.2626 Clear 0 609.204 102.231 6
2024-01-31 03:28:09.196000 6.075 5.26226 Clear 0 609.466 102.293 6
2024-01-31 03:28:09.296000 6.18 5.36978 Clear 0 609.728 102.355 6
2024-01-31 03:28:09.396000 6.113 5.30539 Clear 0 609.99 102.417 6
2024-01-31 03:28:09.496000 6.091 5.2853 Clear 0 610.254 102.479 6
2024-01-31 03:28:09.596000 6.084 5.28142 Clear 0 610.518 102.541 6
2024-01-31 03:28:09.696000 6.147 5.34595 Clear 0 610.783 102.603 6
2024-01-31 03:28:09.796000 6.078 5.27979 Clear 0 611.048 102.665 6
2024-01-31 03:28:09.896000 6.025 5.2285 Clear 0 611.314 102.726 6
2024-01-31 03:28:09.996000 6.074 5.27966 Clear 0 611.581 102.788 6
2024-01-31 03:28:10.096000 6.031 5.24001 Clear 0 611.848 102.85 6
2024-01-31 03:28:10.196000 6.109 5.31996 Clear 0 612.116 102.911 6
2024-01-31 03:28:10.296000 6.112 5.32553 Clear 0 612.385 102.973 6
2024-01-31 03:28:10.396000 6.099 5.31543 Clear 0 612.654 103.034 6
2024-01-31 03:28:10.496000 5.987 5.20574 Clear 0 612.924 103.096 6
2024-01-31 03:28:10.596000 6.114 5.33505 Clear 0 613.195 103.157 6
2024-01-31 03:28:10.696000 6.082 5.30459 Clear 0 613.467 103.218 6
2024-01-31 03:28:10.796000 6.105 5.33125 Clear 0 613.739 103.28 6
2024-01-31 03:28:10.896000 6.078 5.30613 Clear 0 614.011 103.341 6
2024-01-31 03:28:10.996000 6.115 5.34598 Clear 0 614.285 103.402 6
2024-01-31 03:28:11.096000 6.07 5.30273 Clear 0 614.559 103.463 6
2024-01-31 03:28:11.196000 6.044 5.27966 Clear 0 614.833 103.524 6
2024-01-31 03:28:11.296000 6.096 5.33438 Clear 0 615.109 103.585 6
2024-01-31 03:28:11.396000 6.085 5.32531 Clear 0 615.385 103.646 6
2024-01-31 03:28:11.496000 6.147 5.39024 Clear 0 615.661 103.707 6
2024-01-31 03:28:11.596000 6.063 5.3081 Clear 0 615.939 103.768 6
2024-01-31 03:28:11.696000 6.057 5.30496 Clear 0 616.216 103.829 6
2024-01-31 03:28:11.796000 6.071 5.32058 Clear 0 616.495 103.89 6
2024-01-31 03:28:11.896000 6.17 5.42341 Clear 0 616.774 103.95 6
2024-01-31 03:28:11.996000 6.095 5.35014 Clear 0 617.054 104.011 6
2024-01-31 03:28:12.096000 6.093 5.35091 Clear 0 617.335 104.071 6
2024-01-31 03:28:12.196000 6.122 5.38223 Clear 0 617.616 104.132 6
2024-01-31 03:28:12.295000 6.108 5.37065 Clear 0 617.895 104.192 6
2024-01-31 03:28:12.395000 6.109 5.3741 Clear 0 618.177 104.252 6
2024-01-31 03:28:12.495000 6.117 5.38425 Clear 0 618.46 104.313 6
2024-01-31 03:28:12.595000 6.096 5.3662 Clear 0 618.744 104.373 6
2024-01-31 03:28:12.695000 6.197 5.46856 Clear 0 619.029 104.433 6
2024-01-31 03:28:12.795000 6.144 5.41927 Clear 0 619.314 104.494 6
2024-01-31 03:28:12.895000 6.14 5.41725 Clear 0 619.599 104.554 6
2024-01-31 03:28:12.995000 6.114 5.39369 Clear 0 619.886 104.614 6
2024-01-31 03:28:13.095000 6.155 5.4373 Clear 0 620.173 104.674 6
2024-01-31 03:28:13.195000 6.228 5.51296 Clear 0 620.46 104.734 6
2024-01-31 03:28:13.295000 6.167 5.45387 Clear 0 620.748 104.794 6
2024-01-31 03:28:13.395000 6.134 5.42409 Clear 0 621.037 104.854 6
2024-01-31 03:28:13.495000 6.209 5.50141 Clear 0 621.327 104.914 6
2024-01-31 03:28:13.595000 6.159 5.45372 Clear 0 621.617 104.973 6
2024-01-31 03:28:13.695000 6.161 5.45827 Clear 0 621.908 105.033 6
2024-01-31 03:28:13.795000 6.229 5.52908 Clear 0 622.199 105.093 6
2024-01-31 03:28:13.895000 6.205 5.50744 Clear 0 622.491 105.152 6
2024-01-31 03:28:13.995000 6.158 5.46296 Clear 0 622.784 105.212 6
2024-01-31 03:28:14.095000 6.199 5.50606 Clear 0 623.077 105.272 6
2024-01-31 03:28:14.195000 6.256 5.56606 Clear 0 623.371 105.331 6
2024-01-31 03:28:14.295000 6.245 5.55729 Clear 0 623.666 105.39 6
2024-01-31 03:28:14.395000 6.221 5.53618 Clear 0 623.961 105.45 6
2024-01-31 03:28:14.495000 6.204 5.52116 Clear 0 624.257 105.509 6
2024-01-31 03:28:14.595000 6.239 5.55852 Clear 0 624.553 105.568 6
2024-01-31 03:28:14.695000 6.213 5.53447 Clear 0 624.85 105.628 6
2024-01-31 03:28:14.795000 6.263 5.58838 Clear 0 625.148 105.687 6
2024-01-31 03:28:14.895000 6.191 5.51768 Clear 0 625.446 105.746 6
2024-01-31 03:28:14.995000 6.22 5.54997 Clear 0 625.745 105.805 6
2024-01-31 03:28:15.095000 6.266 5.59785 Clear 0 626.045 105.864 6
2024-01-31 03:28:15.195000 6.288 5.6231 Clear 0 626.345 105.923 6
2024-01-31 03:28:15.295000 6.274 5.61073 Clear 0 626.646 105.982 6
2024-01-31 03:28:15.395000 6.256 5.59545 Clear 0 626.947 106.04 6
2024-01-31 03:28:15.495000 6.3 5.64191 Clear 0 627.249 106.099 6
2024-01-31 03:28:15.595000 6.309 5.65404 Clear 0 627.552 106.158 6
2024-01-31 03:28:15.695000 6.333 5.68031 Clear 0 627.855 106.217 6
2024-01-31 03:28:15.795000 6.265 5.61533 Clear 0 628.159 106.275 6
2024-01-31 03:28:15.895000 6.269 5.62226 Clear 0 628.464 106.334 6
2024-01-31 03:28:15.995000 6.31 5.66526 Clear 0 628.769 106.392 6
2024-01-31 03:28:16.095000 6.333 5.69072 Clear 0 629.075 106.451 6
2024-01-31 03:28:16.195000 6.271 5.63081 Clear 0 629.381 106.509 6
2024-01-31 03:28:16.198000 6.364 5.72356 Clear 0 629.39 106.511 5
2024-01-31 03:28:16.295000 6.304 5.66658 Clear 0 629.688 106.567 6
2024-01-31 03:28:16.395000 6.294 5.65874 Clear 0 629.995 106.626 6
2024-01-31 03:28:16.495000 6.325 5.69289 Clear 0 630.304 106.684 6
2024-01-31 03:28:16.595000 6.335 5.70451 Clear 0 630.612 106.742 6
2024-01-31 03:28:16.695000 6.285 5.65808 Clear 0 630.922 106.8 6
2024-01-31 03:28:16.795000 6.384 5.75902 Clear 0 631.232 106.858 6
2024-01-31 03:28:16.895000 6.323 5.70083 Clear 0 631.542 106.916 6
2024-01-31 03:28:16.995000 6.423 5.80301 Clear 0 631.854 106.974 6
2024-01-31 03:28:17.095000 6.367 5.75012 Clear 0 632.165 107.032 6
2024-01-31 03:28:17.195000 6.299 5.68506 Clear 0 632.478 107.09 6
2024-01-31 03:28:17.295000 6.421 5.80885 Clear 0 632.791 107.148 6
2024-01-31 03:28:17.395000 6.293 5.68417 Clear 0 633.104 107.206 6
2024-01-31 03:28:17.398000 6.477 5.86806 Clear 0 633.114 107.207 5
2024-01-31 03:28:17.495000 6.333 5.72562 Clear 0 633.419 107.263 6
2024-01-31 03:28:17.498000 6.441 5.83438 Clear 0 633.428 107.265 5
2024-01-31 03:28:17.595000 6.401 5.79714 Clear 0 633.733 107.321 6
2024-01-31 03:28:17.598000 6.357 5.75342 Clear 0 633.743 107.323 5
2024-01-31 03:28:17.695000 6.46 5.85826 Clear 0 634.049 107.378 6
2024-01-31 03:28:17.698000 6.503 5.90058 Clear 0 634.058 107.38 5
